カテゴリ,管理番号,施設名,郵便番号,所在地,法人・団体名,開設年月日,有効開始日,有効終了日
一般診療所,,医療法人社団小森医院,522-0073,彦根市旭町2-18,医療法人社団　小森医院,1996-07-01,,
一般診療所,,金亀荘診療所,522-0047,彦根市日夏町151,社会福祉法人大樹会,2011-06-01,,
一般診療所,,医療法人さかたクリニック,529-1156,彦根市清崎町288-37,医療法人　さかたクリニック,1992-06-01,,
一般診療所,,特別養護老人ホームさざなみ苑,522-0068,彦根市城町二丁目30,社会福祉法人さざなみ会,2002-08-01,,
一般診療所,,国立大学法人滋賀大学保健管理センター,522-0069,彦根市馬場1-1-1,国立大学法人滋賀大学,2011-08-03,,
一般診療所,,重森医院,529-1161,犬上郡豊郷町四十九院867,,1997-05-01,,
一般診療所,,しみずクリニック,522-0063,彦根市中央町3-55,医療法人しみずクリニック,2007-04-01,,
一般診療所,,白石外科,521-1123,彦根市肥田町915-33,,1976-12-01,,
一般診療所,,しらいし耳鼻咽喉科,521-1112,彦根市金沢町586-4,,2005-09-01,,
一般診療所,,医療法人青葉会　イーリスウィメンズクリニック,522-0063,彦根市中央町3-73,医療法人青葉会,1999-04-01,,
一般診療所,,医療法人青葉会 イーリスウィメンズクリニック　アリス,522-0057,彦根市八坂町2888番地1,医療法人青葉会,2008-10-01,,
一般診療所,,医療法人源道会杉本整形外科,522-0027,彦根市東沼波町1013-1,,2012-04-01,,
一般診療所,,すみよしクリニック,522-0043,彦根市小泉町106-1・103号,医療法人湖葉会,2010-10-01,,
一般診療所,,星光の里医務室,522-0355,犬上郡多賀町中川原605-2,社会福祉法人湖東会,2013-04-01,,
一般診療所,,積水化学工業(株)多賀工場医務室,522-0314,犬上郡多賀町大字四手字諏訪510-5,積水化学工業株式会社,2010-03-01,,
一般診療所,,特別養護老人ホーム千松の郷診療所,522-0002,彦根市松原町520番-1,社会福祉法人日野友愛会,2012-08-01,,
一般診療所,,特別養護老人ホーム千松の郷Ⅱ番館診療所,522-0002,彦根市松原町524番地,社会福祉法人日野友愛会,2015-05-01,,
一般診療所,,曽我医院,529-1156,彦根市清崎町878番地,,2008-05-01,,
一般診療所,,特別養護老人ホーム多賀清流の里　診療所,522-0322,犬上郡多賀町佐目675番地,社会福祉法人達真会,2004-08-01,,
一般診療所,,高原アイ・クリニック,522-0052,彦根市長曽根南町443,,1992-11-01,,
一般診療所,,高村外科,522-0063,彦根市中央町3-10,,2005-06-17,,
一般診療所,,医療法人　高山内科循環器科,522-0047,彦根市日夏町2680-35,医療法人　高山内科循環器科,2001-10-01,,
一般診療所,,医療法人社団くるみ会田口診療所,521-1114,彦根市彦富町905-3,医療法人社団くるみ会,1996-07-01,,
一般診療所,,たけうち整形外科,522-0063,彦根市中央町3-56,,2024-01-01,,
一般診療所,,医療法人　たけは内科医院,529-1174,犬上郡豊郷町下枝23-2,医療法人たけは内科医院,2007-04-01,,
一般診療所,,医療法人辰巳医院,522-0038,彦根市西沼波町269番地18,,2009-04-01,,
一般診療所,,田中クリニック,522-0056,彦根市開出今町1516番地18,医療法人田中クリニック,2007-04-01,,
一般診療所,,たなか小児科,522-0223,彦根市川瀬馬場町1082番7,,2008-06-02,,
一般診療所,,田宮こども診療所,522-0002,彦根市松原町3614番地,,2011-08-01,,
一般診療所,,つじ泌尿器科クリニック,522-0054,彦根市西今町1131-23,医療法人楓仁会,2019-04-01,,
一般診療所,,堤医院,522-0023,彦根市原町850番地179,,2015-04-01,,
一般診療所,,医療法人　德田医院,521-1104,彦根市出路町218番地の1,医療法人　德田医院,2002-05-01,,
一般診療所,,特別養護老人ホーム　サニープレイス彦根　医務室,521-1122,彦根市三津町446番地1,社会福祉法人心暖まる会,2018-04-01,,
一般診療所,,特別養護老人ホーム　ナースログ,522-0231,彦根市極楽寺町605,社会福祉法人喜創会,2014-10-01,,
一般診療所,,医療法人中川クリニック,529-1315,愛知郡愛荘町沓掛382,医療法人中川クリニック,2018-05-01,,
一般診療所,,なかつか内科医院,522-0223,彦根市川瀬馬場町1079番地1,医療法人玄一会,2023-07-01,,
一般診療所,,医療法人中西医院,522-0087,彦根市芹橋二丁目9番14号,医療法人　中西医院,1998-11-01,,
一般診療所,,特別養護老人ホーム長野の里診療所,529-1303,愛知郡愛荘町長野1499番地,社会福祉法人日野友愛会,2016-12-20,,
一般診療所,,医療法人優心会　中橋整形外科クリニック,522-0201,彦根市高宮町1793番地の3,医療法人優心会,1999-11-01,,
一般診療所,,菜の花心療クリニック,522-0074,彦根市大東町2-29目加田ビル１階,,2014-03-01,,
一般診療所,,医療法人社団成仁会　成美記念クリニック,529-1155,彦根市賀田山町1405-3,医療法人成仁会,2011-04-01,,
一般診療所,,医療法人　成宮クリニック,529-1313,愛知郡愛荘町市917-7,医療法人　成宮クリニック,2003-01-01,,
一般診療所,,西川医院,522-0004,彦根市鳥居本町1732,,2006-07-01,,
一般診療所,,野口小児科,529-1315,愛知郡愛荘町沓掛388,,1980-01-01,,
一般診療所,,医療法人蒼明会　橋添眼科,522-0054,彦根市西今町58-6　北栄ビル1F,医療法人蒼明会,1999-10-01,,
一般診療所,,医療法人若樹会　橋本医院,521-1143,彦根市上西川町384番地,医療法人若樹会,2007-04-01,,
一般診療所,,特別養護老人ホーム　ハッピーライフゆりの郷診療所,529-1313,愛知郡愛荘町市1509番地,社会福祉法人幸忍会,2008-04-01,,
一般診療所,,パナソニック　彦根　健康管理室,522-0037,彦根市岡町33番地,パナソニック健康保険組合,1965-11-01,,
一般診療所,,馬場医院,522-0201,彦根市高宮町3020番地,,1994-04-22,,
一般診療所,,はやし婦人クリニック,522-0044,彦根市竹ケ鼻町658,,2003-04-10,,
一般診療所,,彦根休日急病診療所,522-0057,彦根市八坂町1900番地4,,2014-02-01,,
一般診療所,,ヒフ科クリニック山本,522-0047,彦根市日夏町2878-1,,2015-10-01,,
一般診療所,,ひらたクリニック,522-0041,彦根市平田町448-1,医療法人社団　五心会,2015-07-01,,
一般診療所,,医療法人ひろた皮ふ科医院,522-0054,彦根市西今町142-15,,2000-04-01,,
一般診療所,,特別養護老人ホーム　風蝶木,522-0231,彦根市極楽寺町596,社会福祉法人喜創会,2008-03-31,,
一般診療所,,医療法人仁永会ふくなが皮膚科,522-0052,滋賀県彦根市長曽根南町446番地,医療法人仁永会,2021/11/12個人開設 2022/11/1法人化,,
一般診療所,,ふじせき医院,522-0201,彦根市高宮町2037番地,,1991-12-02,,
一般診療所,,フジテック㈱健康相談室,522-0003,彦根市宮田町591番地1,フジテック㈱,2002-10-01,,
一般診療所,,藤野こどもクリニック,522-0042,彦根市戸賀町36番地6,医療法人藤野こどもクリニック,2014-01-01,,
一般診療所,,ふせクリニック,522-0029,彦根市地蔵町190番地8,医療法人ふせクリニック,2009-10-01,,
一般診療所,,㈱ブリジストン彦根健康管理センター,522-0201,彦根市高宮町211,㈱ブリヂストン彦根工場長,1968-05-01,,
一般診療所,,平和堂健康サポートセンター診療所,522-0054,彦根市西今町1番地,㈱平和堂,2017-02-13,,
一般診療所,,松木診療所,522-0041,彦根市平田町678-10,,2007-04-01,,
一般診療所,,医療法人社団松本医院,522-0047,彦根市日夏町3662,医療法人社団　松本医院,1995-05-01,,
一般診療所,,医療法人遙山会　南彦根クリニック,522-0054,彦根市西今町138,医療法人遙山会,2000-11-01,,
一般診療所,,宮尾医院,522-0244,犬上郡甲良町在士603番地,,2006-03-08,,
一般診療所,,みやざわ内科クリニック,522-0074,大東町458番,,2023-04-01,,
一般診療所,,目加田眼科,522-0086,彦根市後三条町495-5,,2009-03-17,,
一般診療所,,医療法人社団　安澤内科診療所,522-0201,彦根市高宮町2290番地,医療法人社団　安澤内科診療所,1994-09-01,,
一般診療所,,医療法人矢部医院,529-1331,愛知郡愛荘町愛知川1332番地の1,医療法人　矢部医院,1999-04-01,,
一般診療所,,医療法人友仁会山崎外科,522-0083,彦根市河原３丁目1-20,医療法人友仁会,1995-04-01,,
一般診療所,,特別養護老人ホームやまびこ診療所,529-1234,愛知郡愛荘町安孫子1235,社会福祉法人青祥会,1999-12-01,,
一般診療所,,世一クリニック,529-1314,愛知郡愛荘町中宿31番地3,医療法人佑友会,2013-04-01,,
一般診療所,,横野医院,522-0053,彦根市大藪町2035-4,,2013-10-01,,
一般診療所,,医療法人  社団健友会　若松医院,522-0242,犬上郡甲良町尼子2019番地1,医療法人社団健友会,2003-07-01,,
一般診療所,,わかもり皮ふ科クリニック,522-0002,彦根市松原町字石持1892,,2012-06-01,,
一般診療所,,わだ医院,521-1124,彦根市野良田町330-31,,2014-12-01,,
一般診療所,,エミナルクリニック彦根院,522-0201,彦根市高宮町1320-6　nonoHa南彦根1階,医療法人社団エミナル,2024-12-01,,
一般診療所,,かわせ駅前内科・呼吸器内科クリニック,522-0222,彦根市南川瀬町1480-52,,2025-03-01,,
一般診療所,,アザレアクリニック彦根,522-0047,彦根市日夏町730-12,医療法人明医会,2025-04-01,,
一般診療所,,医療法人厚生会　城東眼科,522-0075,彦根市旭町９－３１,医療法人厚生会,2025-09-24,,
一般診療所,,ふるさと診療所,522-0056,彦根市開出今町１３５１－３,社会福祉法人近江ふるさと会,2026-03-01,,
一般診療所,,山下医院,522-0067,彦根市長曽根町5-25-1,,2026-04-01,,
一般診療所,,公益財団法人豊郷病院　ひこね診療所,522-0074,彦根市大東町９－１６,公益財団法人豊郷病院,2026-04-01,,
一般診療所,,ひまわり眼科,522-0201,彦根市竹ヶ鼻町43番地３ビバシティ彦根専門店街１階,,2026-04-01,,
一般診療所,,総合在宅医療クリニック彦根,522-0064,彦根市本町二丁目２－１１,医療法人かがやき,2026-05-01,,
一般診療所,,医療法人堤整形外科 彦根院,522-0007,彦根市古沢町255番地１,医療法人堤整形外科,2026-04-08,,
一般診療所,,老人ホームながはま診療所,5260828,長浜市加田町19-6,社会福祉法人グロー,2011-04-01,,
一般診療所,,西川医院,5260059,長浜市元浜町28-31,,2014-04-11,,
一般診療所,,華房クリニック,5260058,長浜市南呉服町11-21,,2001-01-01,,
一般診療所,,医療法人 下坂クリニック,5260044,長浜市下坂中町177-6,医療法人下坂クリニック,,,
一般診療所,,医療法人 岩本整形外科,5260043,長浜市大戌亥町町738-4,医療法人岩本整形外科,1996-12-01,,
一般診療所,,医療法人緑泉会 水野医院,5210242,米原市長岡600,医療法人緑泉会,2007-04-01,,
一般診療所,,三浦医院,5210225,米原市市場359,,2024-08-13,,
一般診療所,,パナソニック米原健康管理室,5210011,米原市中多良605,パナソニック健康保険組合,,,
一般診療所,,浅井診療所,5260215,長浜市当目町84-7,長浜市,2006-02-13,,
一般診療所,,特別養護老人ホームふくら診療所,5260244,長浜市内保町480,社会福祉法人グロー,2011-04-01,,
一般診療所,,医療法人社団江村医院,5290354,長浜市湖北町山本1178,医療法人社団江村医院,1996-11-01,,
一般診療所,,特別養護老人ホーム青浄苑診療所,5260828,長浜市加田町2995,社会福祉法人青祥会,1982-12-10,,
一般診療所,,中西医院,5260037,長浜市高田町5番37号,,,,
一般診療所,,医療法人橋場レディスクリニック,5260032,長浜市南高田町5-8,医療法人橋場レディスクリニック,,,
一般診療所,,医療法人橋本医院,5260111,長浜市川道町611,医療法人橋本医院,1996-11-01,,
一般診療所,,医療法人厚生会三愛眼科,5260031,長浜市八幡東町9-1,医療法人厚生会,,,
一般診療所,,医療法人社団クリニック・ムライ,5260021,長浜市八幡中山町804-4,医療法人社団クリニック・ムライ,1995-05-01,,
一般診療所,,医療法人メディカルアート澤田医院,5260054,長浜市大宮町5-24,医療法人メディカルアート,2000-05-01,,
一般診療所,,医療法人紫水会近藤クリニック,5260059,長浜市元浜町30-26,医療法人紫水会,1993-06-01,,
一般診療所,,東野医院,5260828,長浜市加田町1839,,,,
一般診療所,,白川眼科クリニック,5260831,長浜市宮司町1105-3 プラムＡ1階,,1991-12-01,,
一般診療所,,太田医院,5290113,長浜市大井町185,,1992-04-01,,
一般診療所,,特別養護老人ホーム坂田青成苑診療所,5210233,米原市野一色1136,社会福祉法人青祥会,1992-04-21,,
一般診療所,,医療法人布施クリニック,5260062,長浜市列見町45-4,医療法人布施クリニック,2002-04-01,,
一般診療所,,医療法人順清会小林クリニック,5260001,長浜市国友町331,医療法人順清会,2007-04-01,,
一般診療所,,医療法人岡崎医院,5260802,長浜市東上坂町1010-1,医療法人岡崎医院,1998-11-01,,
一般診療所,,全国土木建築国民健康保険組合 中部健康管理センター滋賀医務室,5210091,米原市岩脇483 三軌工業株式会社内,全国土木建築国民健康保険組合中部健康管理センター,,,
一般診療所,,澤田耳鼻咽喉科,5260061,長浜市祇園町130-5,,1996-11-01,,
一般診療所,,医療法人浩成会　こだまクリニック,5260244,長浜市内保町1033,医療法人浩成会,1998-05-01,,
一般診療所,,湖北グリーブクリニック,5290102,長浜市月ヶ瀬町525,社会福祉法人滋賀県障害児協会,1997-04-01,,
一般診療所,,医療法人千手会　中川医院,5260103,長浜市曽根町1225,医療法人千手会,2016-05-01,,
一般診療所,,社会福祉法人湖北会あそしあ,5260043,長浜市大戌亥町415-1,社会福祉法人湖北会,1997-12-05,,
一般診療所,,特別養護老人ホーム青芳診療所,5260111,長浜市川道町2572,社会福祉法人青祥会,1998-09-28,,
一般診療所,,中之郷診療所,5290515,長浜市余呉町中之郷2434,長浜市,2010-01-01,,
一般診療所,,みやこクリニック,5290341,長浜市湖北町速水2778,医療法人みやこ,2002-08-01,,
一般診療所,,アップルクリニック,5260058,長浜市南呉服町9-2,,1999-09-06,,
一般診療所,,安達クリニック,5290341,長浜市湖北町速水241-1,医療法人安達会,1999-11-15,,
一般診療所,,医療法人つつみクリニック,5260015,長浜市神照町480-2,医療法人つつみクリニック,2001-10-01,,
一般診療所,,くもん医院,5260042,長浜市勝町20,,,,
一般診療所,,医療法人東川クリニック,5260135,長浜市弓削町342,医療法人東川クリニック,2004-10-01,,
一般診療所,,米原診療所,5210023,米原市三吉581,米原市,2005-02-14,,
一般診療所,,医療法人おくだ医院,5260033,長浜市平方町1185-9,医療法人おくだ医院,2006-04-01,,
一般診療所,,医療法人森上内科循環器科クリニック,5260817,長浜市七条町1023-1,医療法人森上内科循環器科クリニック,2005-04-01,,
一般診療所,,荻野医院,5290425,長浜市木之本町木之本2012,医療法人荻野医院,2015-05-01,,
一般診療所,,特別養護老人ホーム「奥びわこ」,5290721,長浜市西浅井町大浦1788-3,社会福祉法人尊徳会,2003-09-01,,
一般診療所,,医療法人吉田内科クリニック,5210062,米原市宇賀野88-20,医療法人　吉田内科クリニック,2007-04-01,,
一般診療所,,おおはらクリニック,5210225,米原市市場411,医療法人おおはらクリニック,2007-04-01,,
一般診療所,,医療法人さざなみ整形外科,5290112,長浜市宮部町3029-1,医療法人さざなみ整形外科,2006-04-03,,
一般診療所,,嶋田ファミリークリニック,5260244,長浜市内保町737-5,,2005-04-01,,
一般診療所,,医療法人愛帆会よしだクリニック,5260847,長浜市山階町455-3,医療法人愛帆会,2005-04-01,,
一般診療所,,医療法人かしはら診療所,5210202,米原市柏原2100,医療法人かしはら診療所,2007-04-01,,
一般診療所,,特別養護老人ホーム湖北水鳥の里診療所,5290366,長浜市湖北町延勝寺1844,社会福祉法人湖北真幸会,2005-10-01,,
一般診療所,,地域包括ケアセンターいぶき,521-0314,米原市春照58-1,米原市,2006-03-28,,
一般診療所,,伊藤内科医院,5210003,米原市入江1673,,2006-06-02,,
一般診療所,,北村内科循環器科医院,5210016,米原市下多良1丁目7,,1996-11-01,,
一般診療所,,特別養護老人ホームけやきの杜診療所,5290234,長浜市高月町柏原1055,社会福祉法人達真会,2007-04-01,,
一般診療所,,医療法人悠悠会いそクリニック,5210004,米原市磯1729-1,医療法人悠悠会,2007-04-03,,
一般診療所,,佐野クリニック,5260017,長浜市相撲町1475-14,,2007-09-01,,
一般診療所,,のざと内科,5260033,長浜市平方町368-5,,2007-09-01,,
一般診療所,,特別養護老人ホームアンタレス診療所,5260828,長浜市加田町3360番地,社会福祉法人青祥会,2008-04-01,,
一般診療所,,出口皮フ科,5260845,長浜市小堀町80-1,,2008-10-01,,
一般診療所,,医療法人柊英会佐々木クリニック,5260845,長浜市小堀町80-1,医療法人柊英会,2013-10-01,,
一般診療所,,尾崎眼科,5260034,長浜市弥高町175-1,,2009-04-01,,
一般診療所,,虎姫診療所,5290142,長浜市田町61,,2009-08-01,,
一般診療所,,長浜市立湖北病院杉野診療所,5290402,長浜市木之本町杉野2810-3,長浜市,2010-01-01,,
一般診療所,,長浜市立湖北病院金居原診療所,5290401,長浜市木之本町金居原1234,長浜市,2010-01-01,,
一般診療所,,長浜市立湖北病院中河内診療所,5290531,長浜市余呉町中河内86-1,長浜市,2010-01-01,,
一般診療所,,医療法人幸心会たきはた眼科,5290425,長浜市木之本町木之本2012,医療法人幸心会,2010-02-01,,
一般診療所,,長浜米原休日急患診療所,5260831,長浜市宮司町1181-2,長浜市,2012-04-01,,
一般診療所,,特別養護老人ホーム湖北朝日の里診療所,5290366,長浜市湖北町延勝寺297-1,社会福祉法人湖北真幸会,2012-04-01,,
一般診療所,,よねざわ皮膚科クリニック,5260021,長浜市八幡中山町318-35,,2012-05-01,,
一般診療所,,特別養護老人ホームまんてん塩津診療所,5290704,長浜市西浅井町塩津中1123,社会福祉法人まんてん,2012-07-01,,
一般診療所,,一般財団法人名古屋公衆医学研究所 附属診療所　滋賀連絡事務所,5260012,長浜市新庄中町308,一般財団法人名古屋公衆医学研究所,2012-12-07,,
一般診療所,,医療法人弘鳳会おぐりクリニック,5260847,長浜市山階町451番地,医療法人弘鳳会,2013-03-07,,
一般診療所,,特別養護老人ホーム姉川の里診療所,5290113,長浜市大井町973-1,社会福祉法人さざなみ会,2013-05-01,,
一般診療所,,医療法人福光会 塚田医院,5210072,米原市顔戸433番地1,医療法人福光会塚田医院,2018-10-01,,
一般診療所,,医療法人堤整形外科 堤整形外科内科,5260021,長浜市八幡中山町393-1,医療法人堤整形外科,2015-04-01,,
一般診療所,,イワセ整形外科,5260034,長浜市弥高町226番地,,2014-06-02,,
一般診療所,,浅井東診療所,5260203,長浜市野瀬町828,長浜市,2014-10-01,,
一般診療所,,医療法人みふみ会　長浜駅前眼科,5260058,長浜市南呉服町10-22,医療法人みふみ会,2018-03-01,,
一般診療所,,風の街こどもクリニック,5260021,長浜市八幡中山町361,医療法人　豊山会,2018-04-01,,
一般診療所,,近江診療所,5210083,米原市新庄77番1,米原市,2015-10-01,,
一般診療所,,山東診療所,5210218,米原市志賀谷1907番地,米原市,2021-07-01,,
一般診療所,,特別養護老人ホームスマイル診療所,5210093,米原市寺倉603番地の１,社会福祉法人近江薫風会,2016-07-01,,
一般診療所,,特別養護老人ホームあじさいの郷,5290536,長浜市余呉町池原８５,社会福祉法人尊徳会,2016-11-01,,
一般診療所,,特別養護老人ホーム今浜の郷,5260044,長浜市下坂中町200-1,社会福祉法人近江幸楽会,2017-04-01,,
一般診療所,,医療法人　すこやかｋｉｄｓクリニック,5260033,長浜市平方町３２１－３,医療法人　まちのほけんしつ,2017-10-01,,
一般診療所,,つかクリニック,5260034,長浜市弥高町56番地,,2017-10-01,,
一般診療所,,びわこ学園長浜診療所,5260845,長浜市小堀町122番1,社会福祉法人びわこ学園,2018-04-01,,
一般診療所,,地域密着型特別養護老人ホームわが家ひだまり,5210212,米原市本郷603-1,社会福祉法人ひだまり,2018-04-16,,
一般診療所,,公益社団法人地域医療振興協会 にしあざい診療所,5290721,長浜市西浅井町大浦2590,長浜市,2019-04-01,,
一般診療所,,塩津出張診療所,5290701,長浜市西浅井町塩津浜1795,長浜市,2019-04-01,,
一般診療所,,上松医院,5290203,長浜市高月町磯野537,,1993-02-13,,
一般診療所,,日本電気硝子株式会社滋賀高月事業場診療所,5290241,長浜市高月町高月1979,日本電気硝子株式会社 滋賀高月事業場,,,
一般診療所,,医療法人安井医院,5290241,長浜市高月町高月201,医療法人安井医院,1990-10-01,,
一般診療所,,岩根医院,5290425,長浜市木之本町木之本1112,,1991-04-01,,
一般診療所,,前川医院,5290425,長浜市木之本町木之本1324,,2003-12-12,,
一般診療所,,中之郷診療所上丹生出張診療所,5290512,長浜市余呉町上丹生2483,長浜市,2010-01-01,,
一般診療所,,中之郷診療所今市出張診療所,5290535,長浜市余呉町今市546-2,長浜市,2010-01-01,,
一般診療所,,医療法人社団　雨森医院,5290222,長浜市高月町雨森372,医療法人社団雨森医院,1992-05-01,,
一般診療所,,医療法人社団　布施内科医院,5290241,長浜市高月町高月593-4,医療法人社団布施内科医院,1992-12-01,,
一般診療所,,菅浦出張診療所,5290726,長浜市西浅井町菅浦218,長浜市,2010-01-01,,
一般診療所,,特別養護老人ホーム伊香の里診療所,5290426,長浜市木之本町黒田1221,社会福祉法人長浜市社会福祉協議会,2015-01-01,,
一般診療所,,はまたに内科・循環器内科クリニック,5260831,長浜市宮司町1085番地1,,2020-10-01,,
一般診療所,,一般社団法人　京都微生物研究所 付属診療所　滋賀出張所,5260015,長浜市神照町152‐1,一般社団法人　京都微生物研究所,2022-01-01,,
一般診療所,,医療法人社団 きとうクリニック,5260831,長浜市宮司町1200番地 コープながはま2階,医療法人きとうクリニック,2022-03-01,,
一般診療所,,リウマチ科みやもと,5260034,長浜市弥高町269,,2022-03-01,,
一般診療所,,かがい医院,5210073,米原市箕浦372,医療法人社団かがい医院,2006-03-20,,
一般診療所,,医療法人緑泉会水野医院甲津原分院,5210301,米原市甲津原497,医療法人緑泉会,2007-04-01,,
一般診療所,,吉槻診療所,5210304,米原市吉槻656番地,米原市,2022-07-01,,
一般診療所,,ばんば内科・消化器内科,5260037,長浜市高田町11-33,,2023-04-01,,
一般診療所,,エコチル調査京都ユニットセンター長浜支所 詳細調査会場,5260053,長浜市宮前町4-20 フレンドリーハウス匠長浜805,,2024-07-06,,
一般診療所,,さわだ眼科,526-0053,長浜市宮前町10-7,,2024-08-01,,
一般診療所,,みよし呼吸器クリニック,526-0025,長浜市分木町2番16号,,2024-08-01,,
一般診療所,,北びわこ耳鼻咽喉科クリニック,526-0021,長浜市八幡中山町305-6-101,,2024-11-01,,
一般診療所,,ながはま在宅クリニック,526-0031,長浜市八幡東町266-1,,2025-03-01,,
一般診療所,,ジェイズクリニックイースト,5210013,米原市梅ケ原1412,,2025-05-01,,
一般診療所,,神野クリニックfor women's米原,5210062,米原市宇賀野２０７－３,,2026-05-01,,
一般診療所,,マキノ駅前診療所,520-1813,高島市マキノ町高木浜一丁目22-15,,2001-12-04,,
一般診療所,,医療法人中西眼科医院 マキノ診療所,520-1821,高島市マキノ町沢161-97,医療法人 中西眼科医院,2000-01-06,,
一般診療所,,社会福祉法人たかしま会 藤波園医務室,520-1812,高島市マキノ町西浜1415,社会福祉法人たかしま会,2011-03-28,,
一般診療所,,小規模特別養護老人ホームさわの風医務室,520-1821,高島市マキノ町沢1791番地1,社会福祉法人ゆたか会,2011-08-01,,
一般診療所,,あいりんクリニック,520-1622,高島市今津町中沼1丁目5番6号,医療法人あいりんクリニック,2010-04-01,,
一般診療所,,医療法人 前川クリニック,520-1632,高島市今津町桜町1丁目7-3,医療法人 前川クリニック,1993-04-16,,
一般診療所,,医療法人ながおか医院,520-1621,高島市今津町今津1487,医療法人ながおか医院,1994-06-01,,
一般診療所,,医療法人 のぞみ会 藤井医院,520-1605,高島市今津町南新保514-1,医療法人 のぞみ会,2006-04-01,,
一般診療所,,おかだ小児科医院,520-1631,高島市今津町名小路一丁目1-6,,2001-04-20,,
一般診療所,,たるもと整形外科,520-1621,高島市今津町今津452-5,,2011-03-28,,
一般診療所,,陸上自衛隊 今津駐屯地医務室,520-1621,高島市今津町今津平郷,防衛省,1956-03-26,,
一般診療所,,特別養護老人ホーム 清風荘診療所,520-1605,高島市今津町南新保87,社会福祉法人ゆたか会,2000-03-01,,
一般診療所,,高島市民病院朽木診療所,520-1401,高島市朽木市場701,高島市,2014-05-01,,
一般診療所,,高島市民病院平良出張診療所,520-1432,高島市朽木平良100-1,高島市,2005-01-01,,
一般診療所,,朽木特別養護老人ホームやまゆりの里医務室,520-1401,高島市朽木市場656番地,高島市,2005-01-01,,
一般診療所,,東医院,520-1221,高島市安曇川町青柳915,,2006-01-01,,
一般診療所,,澤村医院,520-1216,高島市安曇川町中央4丁目1番地3,,1989-05-06,,
一般診療所,,医療法人土田医院,520-1214,高島市安曇川町末広3丁目22-1,医療法人土田医院,2000-04-01,,
一般診療所,,医療法人氷室内科医院,520-1214,高島市安曇川町末広二丁目12,医療法人 氷室内科医院,2007-04-01,,
一般診療所,,はれやま眼科,520-1214,高島市安曇川町末広3丁目2-2,,1999-04-08,,
一般診療所,,医療法人 林田医院,520-1216,高島市安曇川町中央二丁目2-1,医療法人 林田医院,2007-04-01,,
一般診療所,,特別養護老人ホーム ふじの里医務室,520-1223,高島市安曇川町下小川3220-1,社会福祉法人光養会,1993-04-01,,
一般診療所,,医療法人 湖西クリニック,520-1533,高島市新旭町安井川1218-1,医療法人 湖西クリニック,1994-03-01,,
一般診療所,,澤村クリニック,520-1501,高島市新旭町旭1-7-1,,1991-06-12,,
一般診療所,,医療法人かおり会 本多医院,520-1501,高島市新旭町旭1069-2,医療法人かおり会,1999-01-01,,
一般診療所,,医療法人かおり会 藁園本多医院,520-1512,高島市新旭町太田888-1,医療法人かおり会,2001-11-01,,
一般診療所,,片岡クリニック,520-1522,高島市新旭町新庄989-4,医療法人 片岡クリニック,2006-03-01,,
一般診療所,,医療法人社団 山内耳鼻いんこう科,520-1532,高島市新旭町熊野本１丁目1-15,医療法人社団山内耳鼻いんこう科,2006-08-01,,
一般診療所,,まつもと整形外科,520-1501,高島市新旭町旭870-20,,2006-03-01,,
一般診療所,,ニューサンライズ診療室,520-1511,高島市新旭町藁園2603,社会福祉法人新旭みのり会,2001-04-01,,
一般診療所,,医療法人社団四葉会　まつだ内科歯科クリニック,520-1501,高島市新旭町旭696,医療法人社団四葉会,2011-08-01,,
一般診療所,,やすはら眼科クリニック,520-1532,高島市新旭町熊野本１丁目6-8,,2013-04-08,,
一般診療所,,中坊医院,520-1812,高島市マキノ町西浜1157-69,,2019-02-01,,
一般診療所,,小泉クリニック,520-1212,高島市安曇川町西万木1264-1,,2019-04-01,,
一般診療所,,みやもと整形外科クリニック,520-1216,高島市安曇川町中央3-2-22,,2019-05-01,,
一般診療所,,角川クリニック,520-1648,高島市今津町角川1161-4,社会福祉法人大阪自彊館,2019-08-01,,
一般診療所,,桜美林シューレ高島,520-1521,高島市新旭町北畑650,社会福祉法人清水三記念福祉会,2019-09-01,,
一般診療所,,医療法人景湖ピュアクリニック,520-1604,高島市今津町浜分67-128,医療法人景湖,2022-10-01,,
一般診療所,,うえの内科・消化器内視鏡クリニック,520-1532,高島市新旭町熊野本１丁目1-1,,2023-04-10,,
一般診療所,,特別養護老人ホーム 藤のれん医務室,520-1223,高島市安曇川町下小川127-1,社会福祉法人光養会,2023-07-01,,
一般診療所,,みやもとこども診療所,520-1214,高島市安曇川町末広１丁目14,,2024-08-01,,
一般診療所,,高島市民病院針畑診療所,520-1442,高島市朽木生杉588番地,高島市,2025-01-01,,
一般診療所,,医療法人近江今津駅前メンタルクリニック,520-1631,高島市今津町名小路二丁目７番２号,,2025-12-01,,
一般診療所,,やまにしクリニック,520-1121,高島市勝野638,,2026-02-01,,
一般診療所,,ささきクリニック,520-1233,高島市安曇川町南船木680番地2,,2026-04-01,,
歯科診療所,,アキデンタルクリニック,525-0054,草津市東矢倉２丁目３５番２５号,,2004-12-07,,
歯科診療所,,あゆかわ歯科クリニック,525-0021,草津市川原1丁目８番１０号,医療法人清明会,2014-11-01,,
歯科診療所,,有馬歯科クリニック,525-0034,草津市草津１丁目１０－１６,,1984-04-15,,
歯科診療所,,医療法人社団翔龍会いしい歯科,525-0027,草津市野村一丁目20番28号,医療法人社団翔龍会,2013-10-02,,
