施設名,施設郵便,施設住所,法人・団体名,施設番号,許可日,当初許可日,業種,種目主,種目従,満了日,条件1,条件2,条件3,条件4
田んぼっ湖カフェ,521-0062,米原市宇賀野８４０－１,公益社団法人米原市シルバー人材センター,707094101,R05/11/01,R05/11/01,※飲食店営業,一般食堂,,R11/10/31,,,,
ここや,526-0124,長浜市早崎町竹生島１６６６,,707097101,R05/07/01,R05/07/01,※飲食店営業,一般食堂,,R10/06/30,,,,
あかつき，ｈｅｉｌｏｕ,526-0224,長浜市東野町２５２－１,,707102101,R05/07/01,R05/07/01,※飲食店営業,一般食堂,,R10/06/30,,,,
あかつき，ｈｅｉｌｏｕ,526-0224,長浜市東野町２５２－１,,707102111,R05/07/01,R05/07/01,※菓子製造業,菓子製造,,R10/06/30,,,,
蓮,526-0037,長浜市高田町１６－２８,,707103101,R06/03/01,R06/03/01,※飲食店営業,一般食堂,,R12/02/28,,,,
アレンズジャパン,526-0223,長浜市法楽寺町９０,,707105109,R06/07/01,R06/07/01,※食肉処理業,獣肉処理,,R12/06/30,,,,
てんねんや,526-0106,長浜市野寺町３７,,707106104,R05/07/01,R05/07/01,※魚介類販売業,鮮魚介類の処理,,R10/06/30,,,,
てんねんや,526-0106,長浜市野寺町３７,,707106111,R03/11/23,R03/11/23,※菓子製造業,菓子製造,,R09/06/30,,,,
てんねんや,526-0106,長浜市野寺町３７,,707106125,R05/07/01,R05/07/01,※そうざい製造業,そうざい製造,,R10/06/30,,,,
きひろ,529-0364,長浜市湖北町尾上３１３－１３,株式会社きひろ,707108101,R07/07/01,R07/07/01,※飲食店営業,旅館・ホテル,,R14/06/30,,,,
なかがわ,526-0103,長浜市曽根町１３７７,,707110125,R05/10/23,R05/10/23,※そうざい製造業,漬物製造（そうざい製造業）,そう製造,R11/10/31,,,,
古民家カフェ　森鈴,521-0213,米原市堂谷６５０－１,,707111101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,,R12/10/31,,,,
鴨池荘レストラン「しゃべの」,521-0221,米原市池下８０－１,奥伊吹観光株式会社,707112101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,"仕出し屋,そうざい,旅館ホテ",R14/10/31,,,,
和来,526-0058,長浜市南呉服町９－３０　ホテルＹｅｓ長浜駅前館１番館　１Ｆ,,707115101,R06/03/01,R06/03/01,※飲食店営業,一般食堂,そうざい,R12/02/28,,,,
田吾作,526-0037,長浜市高田町６－１９,,707117101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
長浜くらしノートストア　チャレンジショップ２,526-0057,長浜市北船町３－２４　えきまちテラス長浜１Ｆ,えきまち長浜株式会社,707119101,R06/03/01,R06/03/01,※飲食店営業,一般食堂,,R12/02/28,,,,
長浜くらしノートストア　チャレンジショップ２,526-0057,長浜市北船町３－２４　えきまちテラス長浜１Ｆ,えきまち長浜株式会社,707119111,R07/03/01,R07/03/01,※菓子製造業,菓子製造,パン製造,R13/02/28,,,,
セブン－イレブン　米原インター店,521-0022,米原市樋口２２４,,707124101,R07/11/01,R07/11/01,※飲食店営業,そうざい屋,,R14/10/31,,,,
水口製菓所,526-0223,長浜市法楽寺町３７－５,,707125111,R05/07/01,R05/07/01,※菓子製造業,菓子製造,,R10/06/30,,,,
伊吹の山里　片田舎,521-0305,米原市上板並２１６,,707127111,R06/11/01,R06/11/01,※菓子製造業,菓子製造,,R12/10/31,,,,
株式会社ヤブゲン,529-0111,長浜市三川町１２４７,株式会社ヤブゲン,707129104,R06/07/02,R06/07/02,※魚介類販売業,鮮魚介類の処理,,R12/06/30,,,,
株式会社ヤブゲン,529-0111,長浜市三川町１２４７,株式会社ヤブゲン,707129125,R06/07/01,R06/07/01,※そうざい製造業,そうざい製造,,R12/06/30,,,,
焼肉　びわ湖苑,526-0021,長浜市八幡中山町２８９,,707133101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,,R12/06/30,,,,
焼肉　びわ湖苑,526-0021,長浜市八幡中山町２８９,,707133103,R06/07/01,R06/07/01,※食肉販売業,獣肉販売,鳥肉販売,R12/06/30,とさつ・解体をしないこと,,,
お食事、お酒処　みちくさ,529-0425,長浜市木之本町木之本９３０,,707134101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,そうざい,R12/06/30,,,,
スナック　はな,526-0056,長浜市朝日町９－７　,,707135101,R06/03/01,R06/03/01,※飲食店営業,簡易な営業,,R12/02/28,,,,
松の庵,521-0236,米原市間田１５２－１,,707136101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,,R12/10/31,,,,
プラチナプラザ　井戸端道場,526-0059,長浜市元浜町１４－８　曳山博物館内,,707140101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
ｃａｆｅ　ｄｕ　ＭＢＦ,521-0012,米原市米原６６１－１,株式会社ベースワン,707143101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,,R12/10/31,,,,
ｃａｆｅ　ｄｕ　ＭＢＦ,521-0012,米原市米原６６１－１,株式会社ベースワン,707143103,R04/03/11,R04/03/11,※食肉販売業,獣肉処理,鳥肉販売,R10/10/31,とさつ・解体をしないこと,,,
ｃａｆｅ　ｄｕ　ＭＢＦ,521-0012,米原市米原６６１－１,株式会社ベースワン,707143125,R03/10/26,R03/10/26,※そうざい製造業,そうざい製造,弁当製造,R09/10/31,,,,
長浜ドーム宿泊研修館,526-0829,長浜市田村町１４１１－１,一般財団法人滋賀県青年会館,707144101,R07/03/01,R07/03/01,※飲食店営業,旅館・ホテル,,R13/02/28,,,,
有限会社　親和（みそ製造）,521-0064,米原市世継１１６７,有限会社親和,707145120,R06/11/01,R06/11/01,※みそ又はしょうゆ製造業,みそ製造,,R12/10/31,,,,
オリエンタル酵母工業株式会社　長浜工場,526-0804,長浜市加納町５０,オリエンタル酵母工業株式会社,707147132,R07/07/01,R07/07/01,※添加物製造業,添加物製造,,R14/06/30,,,,
セブン-イレブン　長浜神照町店,526-0015,長浜市神照町７２５－６,,707151101,R06/07/01,R06/07/01,※飲食店営業,そうざい屋,,R12/06/30,,,,
パーティーハウス,526-0231,長浜市北池町４２６－３,,707154101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,"そうざい,弁当屋",R12/06/30,,,,
パーティーハウス,526-0231,長浜市北池町４２６－３,,707154103,R06/07/01,R06/07/01,※食肉販売業,獣肉販売,鳥肉販売,R12/06/30,とさつ・解体をしないこと,,,
パーティーハウス,526-0231,長浜市北池町４２６－３,,707154111,R07/08/01,R07/08/01,※菓子製造業,菓子製造,,R14/06/30,,,,
パーティーハウス,526-0231,長浜市北池町４２６－３,,707154125,R07/08/05,R07/08/05,※そうざい製造業,そうざい製造,,R14/06/30,,,,
琵琶　日清医療食品事業所,526-0111,長浜市川道町２６９４　介護老人保健施設　琵琶　内,日清医療食品株式会社,707155101,R06/07/01,R06/07/01,※飲食店営業,給食,,R12/06/30,,,,
近江ちゃんぽん亭　米原店,521-0062,米原市宇賀野２―２６,ドリームフーズ株式会社,707158101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,,R14/10/31,,,,
フレンドマート浅井店（青果部菓子製造場）,526-0242,長浜市三田町１３２２,株式会社平和堂,707159111,R06/07/01,R06/07/01,※菓子製造業,菓子製造,,R12/06/30,,,,
ローザンベリー多和田　クラフト館,521-0081,米原市多和田６０５－１０,株式会社メリーデイズ,707160101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,,R13/10/31,,,,
Ｒｉｏｎ,526-0056,長浜市朝日町１－１,,707161101,R07/03/01,R07/03/01,※飲食店営業,簡易な営業,,R13/02/28,簡易な営業に限る,,,
佐野,526-0059,長浜市元浜町１４－２３　西御堂前会館蔵,,707163101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,そうざい,R13/02/28,,,,
パナソニックハウジングソリューションズ株式会社　米原工場,521-0011,米原市中多良６０５,株式会社東テスティパル,707167101,R06/11/01,R06/11/01,※飲食店営業,給食,,R12/10/31,,,,
平和堂アル・プラザ長浜内　従業員食堂,526-0845,長浜市小堀町４５０,コンパスグループ・ジャパン株式会社,707169101,R07/07/01,R07/07/01,※飲食店営業,給食,,R13/06/30,,,,
グランエレメント・バーテラス（エレメンタルバー）,521-0221,米原市池下６０－１　グリーンパーク山東,奥伊吹観光株式会社,707170101,R06/11/01,R06/11/01,※飲食店営業,旅館・ホテル,一般食堂,R12/10/31,,,,
株式会社平和堂フレンドマート山東店　青果加工場,521-0236,米原市間田４１３,株式会社平和堂,707173111,R06/11/01,R06/11/01,※菓子製造業,菓子製造,,R12/10/31,,,,
オハナ,,長浜市（詳細非表示）,,707174101,R05/07/01,R05/07/01,※飲食店営業,一般食堂,,R10/06/30,,,,
Ｅｖｅｒｙ　ｏｎｅ’ｓ　ｃａｆｅ,521-0004,米原市磯１５５１,,707178101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,,R12/10/31,,,,
ｃａｆｅ　ｄｕ　ＭＢＦ　ジェラート工房,521-0012,米原市米原６６１－６,株式会社ベースワン,707179112,R06/11/01,R06/11/01,※アイスクリーム類製造業,アイスクリーム製造,氷菓製造,R12/10/31,,,,
手作り惣菜の店えん　業務スーパー長浜店,526-0031,長浜市八幡東町４３８,,707180101,R07/03/01,R07/03/01,※飲食店営業,そうざい屋,弁当屋,R13/02/28,,,,
ローソン山東柏原店,521-0202,米原市柏原１０２－１,有限会社オーク,707184101,R07/11/01,R07/11/01,※飲食店営業,そうざい屋,,R14/10/31,,,,
楽庵,526-0037,長浜市高田町５－３,,707185101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
歌志軒　長浜インター店,526-0804,長浜市加納町８７９－１,株式会社イータリー,707190101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
麺ダイニングまさゆめ,526-0031,長浜市八幡東町１８５－１,,707193101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,そうざい,R13/02/28,,,,
赤鬼,526-0059,長浜市元浜町７－１,株式会社ジョニー,707194101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
サボテン　滋賀４８０た７２７２,,滋賀県一円（大津市の区域を除く）,,707196101,R06/03/01,R06/03/01,※飲食店営業,簡易な営業,,R11/02/28,自動車による営業に限る,申請のあった取扱品目に限る,,
スナック　ＪＯＫＥＲ,526-0037,長浜市高田町２－１２　ギャザショップ皆美１Ｆ,,707197101,R07/03/01,R07/03/01,※飲食店営業,簡易な営業,,R13/02/28,簡易な営業に限る,,,
久香亭,526-0043,長浜市大戌亥町１２８３－１,,707198101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
ナチュラル　フォレスト,526-0121,長浜市十九町１６３,,707200109,R06/07/01,R06/07/01,※食肉処理業,獣肉処理,鳥肉処理,R11/06/30,,,,
シャムロック,526-0024,長浜市三ツ矢元町２２－８,,707206101,R07/03/01,R07/03/01,※飲食店営業,弁当屋,,R13/02/28,,,,
カラオケ金ちゃんＢａｒ,529-0515,長浜市余呉町中之郷１１５３,,707207101,R06/11/01,R06/11/01,※飲食店営業,簡易な営業,,R12/10/31,簡易な営業に限る,,,
ツカダ珈琲,526-0013,長浜市新庄寺町３４０,,707210101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
ツカダ珈琲,526-0013,長浜市新庄寺町３４０,,707210111,R07/07/01,R07/07/01,※菓子製造業,菓子製造,,R13/06/30,,,,
ローソン長浜八幡東店,526-0031,長浜市八幡東町１００－１,,707217101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,,R15/02/28,,,,
鳥乃理　宵一,521-0016,米原市下多良二丁目９４,,707220101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,そうざい,R12/10/31,,,,
アイアンホース,526-0015,長浜市神照町６９０－１,,707221101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
アイアンホース,526-0015,長浜市神照町６９０－１,,707221111,R07/07/01,R07/07/01,※菓子製造業,菓子製造,,R13/06/30,,,,
せせらぎ,521-0033,米原市上丹生１５７０,滋賀県漁業協同組合連合会,707224101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,,R12/10/31,,,,
せせらぎ,521-0033,米原市上丹生１５７０,滋賀県漁業協同組合連合会,707224116,R04/02/09,R04/02/09,※水産製品製造業,その他水産製品製造,,R10/10/31,,,,
ごはん処　かがみ,529-0527,長浜市余呉町東野１７１－２,,707225101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,弁当屋,R12/10/31,,,,
わっか農園,529-0215,長浜市高月町尾山１６０,,707227101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R12/02/28,,,,
わっか農園,529-0215,長浜市高月町尾山１６０,,707227111,R07/03/01,R07/03/01,※菓子製造業,菓子製造,パン製造,R12/02/28,,,,
クク長浜,526-0846,長浜市川崎町３７５,守山観光開発株式会社,707231101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,,R15/06/30,,,,
シャトレーゼ滋賀高月店,529-0241,長浜市高月町高月１５８３－１,有限会社宮本商店,707235111,R07/03/01,R07/03/01,※菓子製造業,菓子製造,,R13/02/28,,,,
和だいにんぐ　まいさい,526-0054,長浜市大宮町５－３,,707236101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,仕出し屋,R12/02/28,,,,
焼肉専門店　鳥藤,526-0015,長浜市神照町８１４－５,株式会社泰,707243101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
焼肉専門店　鳥藤,526-0015,長浜市神照町８１４－５,株式会社泰,707243103,R07/07/01,R07/07/01,※食肉販売業,獣肉販売,鳥肉販売,R13/06/30,とさつ・解体をしないこと,,,
台湾料理　長浜飯店,526-0021,長浜市八幡中山町１１８８－１,,707246101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
セブン‐イレブン　滋賀高月店,529-0241,長浜市高月町高月９１７,有限会社阿酒房,707247101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,,R15/02/28,,,,
Ｂａｒ＆Ｄｉｎｉｎｇ　ＳＯＵ,526-0037,長浜市高田町６－２,,707249101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
やきとり重吉　祇園店,526-0061,長浜市祇園町１３２－２０,,707250101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,そうざい,R13/06/30,,,,
橋場レディスクリニック,526-0032,長浜市南高田町５－８,株式会社シェフ・カンパニー,707252101,R07/03/01,R07/03/01,※飲食店営業,給食,,R13/02/28,,,,
ＨａＨａ,526-0024,長浜市三ツ矢元町２７－１５,合同会社ＳＯＢＯ,707253101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,"そうざい,弁当屋",R13/02/28,,,,
ＨａＨａ,526-0024,長浜市三ツ矢元町２７－１５,合同会社ＳＯＢＯ,707253111,R07/03/01,R07/03/01,※菓子製造業,菓子製造,,R13/02/28,,,,
あざい工房,529-0367,長浜市湖北町海老江６０１－２,,707255111,R07/07/01,R07/07/01,※菓子製造業,パン製造,"調理パン,菓子製造",R13/06/30,,,,
あざい工房,529-0367,長浜市湖北町海老江６０１－２,,707255125,R07/07/01,R07/07/01,※そうざい製造業,そうざい製造,弁当製造,R13/06/30,,,,
山室木材工業　社員食堂,521-0244,米原市大野木１７５１－５,山室木材工業株式会社,707258101,R07/11/01,R07/11/01,※飲食店営業,仕出し屋,,R13/10/31,,,,
丸誠商店,526-0043,長浜市大戌亥町１１４２,,707260103,R07/03/01,R07/03/01,※食肉販売業,鳥肉販売,獣肉販売,R13/02/28,とさつ・解体をしないこと,,,
丸誠商店,526-0043,長浜市大戌亥町１１４２,,707260104,R07/03/01,R07/03/01,※魚介類販売業,鮮魚介類の処理,生食魚処,R13/02/28,,,,
韓バル　ミンズキッチン,526-0058,長浜市南呉服町３２２　プライムスクエア１０２,,707262101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,そうざい,R13/02/28,,,,
ＣＨＯＢＩＴＴＯ菜　喰海,526-0063,長浜市末広町２４０－１７　ワイエフビル２０　１Ｆ,,707264101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
炉端と日本酒　魚丸,526-0059,長浜市元浜町６－３０,株式会社ｎａｄｅｓｈｉｃｏ,707265101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
結び,526-0059,長浜市元浜町５－１３,,707266101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
ＴＨＥ　ＮＡＧＡＨＡＭＡ　ＨＯＴＥＬＳ　紗蔵,526-0056,長浜市朝日町３５－２,有限会社森野ビル,707269101,R07/03/01,R07/03/01,※飲食店営業,旅館・ホテル,,R13/02/28,,,,
手打ちそば　掌山,526-0234,長浜市相撲庭町７１５,,707275101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
ＵＰ　ＢＡＲ,526-0054,長浜市大宮町２－２　ラビータビル４Ｆ,,707278101,R07/03/01,R07/03/01,※飲食店営業,簡易な営業,,R13/02/28,簡易な営業に限る,,,
（株）平和堂　フレンドマート長浜駅前店　青果,526-0057,長浜市北船町１－１５,株式会社平和堂,707283111,R08/03/01,R08/03/01,※菓子製造業,菓子製造,"パン製造,調理パン",R15/02/28,,,,
三丁目キッチン,521-0202,米原市柏原８６７,,707284101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,仕出し屋,R13/10/31,,,,
